model,pretrained,task_type,benchmark,result_file,timestamp,status
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,vtab/caltech101,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,vtab/cifar10,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,vtab/cifar100,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,vtab/dmlab,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,vtab/dtd,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,vtab/eurosat,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,vtab/flowers,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,vtab/pcam,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,vtab/pets,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,vtab/resisc45,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,vtab/svhn,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_retrieval,flickr30k,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_retrieval,flickr8k,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,caltech101,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,cars,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,cifar10,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,cifar100,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,country211,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,dtd,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,eurosat,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,fer2013,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,flowers,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,food101,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,gtsrb,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,imagenet-a,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,imagenet-r,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,imagenet1k,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,imagenet_sketch,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,imagenetv2,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,mnist,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,objectnet,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,pcam,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,pets,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,renderedsst2,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,resisc45,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,stl10,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,sun397,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,voc2007,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,vtab/caltech101,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,vtab/cifar10,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,vtab/cifar100,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,vtab/dmlab,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,vtab/dtd,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,vtab/eurosat,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,vtab/flowers,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,vtab/pcam,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,vtab/pets,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,vtab/resisc45,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_classification,vtab/svhn,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_retrieval,flickr30k,"","",pending
ViT-H-14,metaclip_fullcc,zeroshot_retrieval,flickr8k,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,caltech101,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,cars,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,cifar10,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,cifar100,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,country211,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,dtd,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,eurosat,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,fer2013,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,flowers,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,food101,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,gtsrb,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,imagenet-a,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,imagenet-r,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,imagenet1k,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,imagenet_sketch,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,imagenetv2,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,mnist,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,objectnet,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,pcam,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,pets,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,renderedsst2,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,resisc45,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,stl10,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,sun397,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,voc2007,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,vtab/caltech101,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,vtab/cifar10,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,vtab/cifar100,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,vtab/dmlab,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,vtab/dtd,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,vtab/eurosat,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,vtab/flowers,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,vtab/pcam,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,vtab/pets,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,vtab/resisc45,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_classification,vtab/svhn,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_retrieval,flickr30k,"","",pending
ViT-H-14,metaclip_altogether,zeroshot_retrieval,flickr8k,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,caltech101,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,cars,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,cifar10,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,cifar100,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,country211,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,dtd,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,eurosat,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,fer2013,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,flowers,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,food101,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,gtsrb,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,imagenet-a,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,imagenet-r,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,imagenet1k,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,imagenet_sketch,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,imagenetv2,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,mnist,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,objectnet,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,pcam,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,pets,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,renderedsst2,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,resisc45,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,stl10,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,sun397,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,voc2007,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,vtab/caltech101,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,vtab/cifar10,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,vtab/cifar100,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,vtab/dmlab,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,vtab/dtd,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,vtab/eurosat,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,vtab/flowers,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,vtab/pcam,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,vtab/pets,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,vtab/resisc45,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-H-14,dfn5b,zeroshot_classification,vtab/svhn,"","",pending
ViT-H-14,dfn5b,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-H-14,dfn5b,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-H-14,dfn5b,zeroshot_retrieval,flickr30k,"","",pending
ViT-H-14,dfn5b,zeroshot_retrieval,flickr8k,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,caltech101,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,cars,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,cifar10,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,cifar100,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,country211,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,dtd,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,eurosat,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,fer2013,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,flowers,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,food101,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,gtsrb,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,imagenet-a,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,imagenet-r,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,imagenet1k,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,imagenet_sketch,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,imagenetv2,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,mnist,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,objectnet,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,pcam,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,pets,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,renderedsst2,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,resisc45,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,stl10,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,sun397,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,voc2007,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,vtab/caltech101,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,vtab/cifar10,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,vtab/cifar100,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,vtab/dmlab,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,vtab/dtd,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,vtab/eurosat,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,vtab/flowers,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,vtab/pcam,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,vtab/pets,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,vtab/resisc45,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-H-14-378,dfn5b,zeroshot_classification,vtab/svhn,"","",pending
ViT-H-14-378,dfn5b,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-H-14-378,dfn5b,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-H-14-378,dfn5b,zeroshot_retrieval,flickr30k,"","",pending
ViT-H-14-378,dfn5b,zeroshot_retrieval,flickr8k,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,caltech101,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,cars,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,cifar10,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,cifar100,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,country211,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,dtd,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,eurosat,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,fer2013,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,flowers,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,food101,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,gtsrb,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,imagenet-a,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,imagenet-r,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,imagenet1k,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,imagenet_sketch,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,imagenetv2,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,mnist,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,objectnet,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,pcam,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,pets,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,renderedsst2,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,resisc45,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,stl10,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,sun397,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,voc2007,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,vtab/caltech101,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,vtab/cifar10,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,vtab/cifar100,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,vtab/dmlab,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,vtab/dtd,"","",pending
ViT-g-14,laion2b_s12b_b42k,zeroshot_classification,vtab/eurosat,"","",pending
